Section,Type,Key,English,German
Case Converter,UI String,caseConverter.placeholder,Type or paste your text here...,Text hier eingeben oder einfügen...
Case Converter,UI String,caseConverter.upper,UPPER CASE,GROSSBUCHSTABEN
Case Converter,UI String,caseConverter.lower,lower case,kleinbuchstaben
Case Converter,UI String,caseConverter.title,Title Case,Titel-Schreibweise
Case Converter,UI String,caseConverter.sentence,Sentence case,Satzschreibweise
Case Converter,UI String,caseConverter.alternating,aLtErNaTiNg,aLtErNiErEnD
Case Converter,UI String,caseConverter.inverse,iNVERSE,iNVERS
Case Converter,UI String,caseConverter.characters,{count} characters,{count} Zeichen
Case Converter,UI String,caseConverter.clear,Clear,Löschen
Case Converter,UI String,caseConverter.copy,Copy,Kopieren
Case Converter,UI String,caseConverter.copied,Copied!,Kopiert!
Tool Registry,UI String,registry.vectorizer.name,Image to SVG Vectorizer,Bild zu SVG Vektorisierer
Tool Registry,UI String,registry.vectorizer.tagline,Convert PNG & JPG to scalable vector graphics,PNG & JPG in skalierbare Vektorgrafiken konvertieren
Tool Registry,UI String,registry.remove-background.name,Background Remover,Hintergrund entfernen
Tool Registry,UI String,registry.remove-background.tagline,Remove image backgrounds with AI — locally,Bildhintergründe mit KI entfernen — lokal
Tool Registry,UI String,registry.pdf-merge.name,PDF Merge,PDF zusammenführen
Tool Registry,UI String,registry.pdf-merge.tagline,Combine multiple PDFs into one file,Mehrere PDFs zu einer Datei zusammenführen
Tool Registry,UI String,registry.pdf-split.name,PDF Split,PDF aufteilen
Tool Registry,UI String,registry.pdf-split.tagline,"Split PDF by pages, ranges, or equal parts","PDF nach Seiten, Bereichen oder gleichen Teilen aufteilen"
Tool Registry,UI String,registry.image-compressor.name,Image Compressor,Bildkomprimierer
Tool Registry,UI String,registry.image-compressor.tagline,Reduce image file size without quality loss,Bilddateigröße ohne Qualitätsverlust reduzieren
Tool Registry,UI String,registry.coloring-page.name,Photo to Coloring Page,Foto zu Ausmalseite
Tool Registry,UI String,registry.coloring-page.tagline,Turn any photo into a printable coloring page,Jedes Foto in eine druckbare Ausmalseite verwandeln
Tool Registry,UI String,registry.audio-converter.name,Audio Converter,Audio-Konverter
Tool Registry,UI String,registry.audio-converter.tagline,"Convert between MP3, WAV, OGG, FLAC, AAC","Zwischen MP3, WAV, OGG, FLAC, AAC konvertieren"
Tool Registry,UI String,registry.speech-to-text.name,Speech to Text,Sprache zu Text
Tool Registry,UI String,registry.speech-to-text.tagline,Transcribe audio with Whisper AI — locally,Audio mit Whisper-KI transkribieren — lokal
Tool Registry,UI String,registry.image-converter.name,Image Converter,Bildkonverter
Tool Registry,UI String,registry.image-converter.tagline,"Convert HEIC, WebP, AVIF to JPG, PNG, WebP","HEIC, WebP, AVIF in JPG, PNG, WebP konvertieren"
Tool Registry,UI String,registry.pdf-password.name,PDF Password Protect,PDF-Passwortschutz
Tool Registry,UI String,registry.pdf-password.tagline,Add password protection to any PDF,Passwortschutz zu jeder PDF hinzufügen
Tool Registry,UI String,registry.images-to-pdf.name,Images to PDF,Bilder zu PDF
Tool Registry,UI String,registry.images-to-pdf.tagline,Convert images to a multi-page PDF,Bilder in ein mehrseitiges PDF konvertieren
Tool Registry,UI String,registry.pdf-watermark.name,PDF Watermark,PDF-Wasserzeichen
Tool Registry,UI String,registry.pdf-watermark.tagline,Add text watermark to any PDF,Text-Wasserzeichen zu jeder PDF hinzufügen
Tool Registry,UI String,registry.pdf-page-numbers.name,PDF Page Numbers,PDF-Seitenzahlen
Tool Registry,UI String,registry.pdf-page-numbers.tagline,Add page numbers to any PDF,Seitenzahlen zu jeder PDF hinzufügen
Tool Registry,UI String,registry.image-resize.name,Image Resize,Bild skalieren
Tool Registry,UI String,registry.image-resize.tagline,Resize and crop images to any dimensions,Bilder auf beliebige Maße skalieren und zuschneiden
Tool Registry,UI String,registry.image-base64.name,Image to Base64,Bild zu Base64
Tool Registry,UI String,registry.image-base64.tagline,Encode images to Base64 or decode Base64 to images,Bilder in Base64 kodieren oder Base64 in Bilder dekodieren
Tool Registry,UI String,registry.video-to-gif.name,Video to GIF,Video zu GIF
Tool Registry,UI String,registry.video-to-gif.tagline,Convert video clips to animated GIFs,Videoclips in animierte GIFs konvertieren
Tool Registry,UI String,registry.qr-code.name,QR Code Generator,QR-Code Generator
Tool Registry,UI String,registry.qr-code.tagline,"Generate QR codes for URLs, text, and WiFi","QR-Codes für URLs, Text und WLAN erstellen"
Tool Registry,UI String,registry.sign-pdf.name,Sign PDF,PDF unterschreiben
Tool Registry,UI String,registry.sign-pdf.tagline,Add your signature to any PDF,Unterschrift zu jeder PDF hinzufügen
Tool Registry,UI String,registry.pdf-form-filler.name,PDF Form Filler,PDF-Formular ausfüllen
Tool Registry,UI String,registry.pdf-form-filler.tagline,Fill out PDF forms online,PDF-Formulare online ausfüllen
Tool Registry,UI String,registry.pdf-to-images.name,PDF to Images,PDF zu Bildern
Tool Registry,UI String,registry.pdf-to-images.tagline,Convert PDF pages to images,PDF-Seiten in Bilder konvertieren
Tool Registry,UI String,registry.ocr.name,OCR — Image to Text,OCR — Bild zu Text
Tool Registry,UI String,registry.ocr.tagline,Extract text from images using OCR,Text mit OCR aus Bildern extrahieren
Tool Registry,UI String,registry.word-counter.name,Word Counter,Wörter zählen
Tool Registry,UI String,registry.word-counter.tagline,"Count words, characters, sentences & reading time","Wörter, Zeichen, Sätze & Lesezeit zählen"
Tool Registry,UI String,registry.case-converter.name,Case Converter,Groß-/Kleinschreibung
Tool Registry,UI String,registry.case-converter.tagline,"Convert text case — upper, lower, title & more","Text umwandeln — groß, klein, Titel & mehr"
Tool Registry,UI String,registry.lorem-ipsum.name,Lorem Ipsum Generator,Lorem Ipsum Generator
Tool Registry,UI String,registry.lorem-ipsum.tagline,Generate placeholder text for designs,Platzhaltertext für Designs generieren
Tool Registry,UI String,registry.text-to-pdf.name,Text to PDF,Text zu PDF
Tool Registry,UI String,registry.text-to-pdf.tagline,Convert plain text to PDF documents,Klartext in PDF-Dokumente konvertieren
Tool Registry,UI String,registry.json-formatter.name,JSON Formatter,JSON-Formatierer
Tool Registry,UI String,registry.json-formatter.tagline,"Format, validate & minify JSON","JSON formatieren, validieren & minifizieren"
Tool Registry,UI String,registry.color-picker.name,Color Picker,Farbwähler
Tool Registry,UI String,registry.color-picker.tagline,"Pick colors & convert HEX, RGB, HSL","Farben wählen & HEX, RGB, HSL konvertieren"
Tool Registry,UI String,registry.url-encoder.name,URL Encoder / Decoder,URL-Kodierer / Dekodierer
Tool Registry,UI String,registry.url-encoder.tagline,Encode or decode URLs and query strings,URLs und Abfragezeichenketten kodieren oder dekodieren
Tool Registry,UI String,registry.base64-text.name,Base64 Text Encoder,Base64-Text Kodierer
Tool Registry,UI String,registry.base64-text.tagline,Encode or decode Base64 text,Base64-Text kodieren oder dekodieren
Tool Registry,UI String,registry.password-generator.name,Password Generator,Passwort-Generator
Tool Registry,UI String,registry.password-generator.tagline,Generate secure random passwords,Sichere Zufallspasswörter generieren
Tool Registry,UI String,registry.pdf-rotate.name,PDF Rotate Pages,PDF-Seiten drehen
Tool Registry,UI String,registry.pdf-rotate.tagline,"Rotate PDF pages by 90°, 180° or 270°","PDF-Seiten um 90°, 180° oder 270° drehen"
Tool Registry,UI String,registry.diff-checker.name,Diff Checker,Diff-Prüfer
Tool Registry,UI String,registry.diff-checker.tagline,Compare two texts and find differences,Zwei Texte vergleichen und Unterschiede finden
Tool Registry,UI String,registry.hash-generator.name,Hash Generator,Hash-Generator
Tool Registry,UI String,registry.hash-generator.tagline,"Generate SHA-1, SHA-256, SHA-512 hashes","SHA-1, SHA-256, SHA-512 Hashes generieren"
Tool Registry,UI String,registry.regex-tester.name,Regex Tester,Regex-Tester
Tool Registry,UI String,registry.regex-tester.tagline,Test regular expressions with live matching,Reguläre Ausdrücke mit Live-Abgleich testen
Tool Registry,UI String,registry.csv-json.name,CSV ↔ JSON Converter,CSV ↔ JSON Konverter
Tool Registry,UI String,registry.csv-json.tagline,Convert between CSV and JSON formats,Zwischen CSV und JSON konvertieren
Tool Registry,UI String,registry.markdown-html.name,Markdown ↔ HTML,Markdown ↔ HTML
Tool Registry,UI String,registry.markdown-html.tagline,Convert between Markdown and HTML,Zwischen Markdown und HTML konvertieren
Tool Content: svg_vectorizer,How It Works,svg_vectorizer.howItWorks[0],"Our vectorizer uses advanced edge-detection and path-tracing algorithms to convert raster images (PNG, JPG, WebP, BMP) into clean, scalable SVG vector files. The tool analyzes pixel boundaries, detects shapes and curves, and generates optimized SVG paths — all running locally via WebAssembly.","Unser Vektorisierer verwendet fortschrittliche Kantenerkennung und Pfadverfolgungsalgorithmen, um Rasterbilder (PNG, JPG, WebP, BMP) in saubere, skalierbare SVG-Vektordateien umzuwandeln. Das Tool analysiert Pixelgrenzen, erkennt Formen und Kurven und erzeugt optimierte SVG-Pfade — alles lokal über WebAssembly."
Tool Content: svg_vectorizer,How It Works,svg_vectorizer.howItWorks[1],"Choose from built-in presets optimized for logos, icons, sketches, or photographs. Fine-tune parameters like speckle filtering, corner thresholds, and path precision to get exactly the output you need. The real-time preview lets you compare the original and vectorized versions side by side.","Wählen Sie aus integrierten Voreinstellungen für Logos, Icons, Skizzen oder Fotos. Passen Sie Parameter wie Fleckenfilterung, Eckenschwellenwerte und Pfadpräzision an. Die Echtzeit-Vorschau ermöglicht einen direkten Vergleich von Original und vektorisierter Version."
Tool Content: svg_vectorizer,Feature,svg_vectorizer.features[0],"Multiple presets: Logo, Icon, Sketch, Photo — each fine-tuned for its use case","Mehrere Voreinstellungen: Logo, Icon, Skizze, Foto — jeweils optimiert"
Tool Content: svg_vectorizer,Feature,svg_vectorizer.features[1],"Adjustable path simplification, corner detection, and speckle filtering","Einstellbare Pfadvereinfachung, Eckenerkennung und Fleckenfilterung"
Tool Content: svg_vectorizer,Feature,svg_vectorizer.features[2],Color and black & white vectorization modes,Farb- und Schwarz-Weiß-Vektorisierungsmodi
Tool Content: svg_vectorizer,Feature,svg_vectorizer.features[3],"Export as SVG, PDF, EPS, or DXF for any workflow","Export als SVG, PDF, EPS oder DXF für jeden Workflow"
Tool Content: svg_vectorizer,Feature,svg_vectorizer.features[4],Real-time comparison slider to preview results before downloading,Echtzeit-Vergleichsregler zur Vorschau vor dem Download
Tool Content: svg_vectorizer,Feature,svg_vectorizer.features[5],SVGO optimization automatically reduces SVG file size,SVGO-Optimierung reduziert automatisch die SVG-Dateigröße
Tool Content: svg_vectorizer,FAQ Question,svg_vectorizer.faqs[0].q,What image formats can I convert to SVG?,Welche Bildformate kann ich in SVG konvertieren?
Tool Content: svg_vectorizer,FAQ Answer,svg_vectorizer.faqs[0].a,"You can convert PNG, JPG/JPEG, WebP, and BMP images. For best results with logos and icons, use a high-contrast PNG with a transparent or solid background.","Sie können PNG, JPG/JPEG, WebP und BMP konvertieren. Für beste Ergebnisse bei Logos und Icons verwenden Sie ein kontrastreiches PNG mit transparentem oder einfarbigem Hintergrund."
Tool Content: svg_vectorizer,FAQ Question,svg_vectorizer.faqs[1].q,How does the vectorization process work?,Wie funktioniert der Vektorisierungsprozess?
Tool Content: svg_vectorizer,FAQ Answer,svg_vectorizer.faqs[1].a,"The tool traces pixel boundaries in your image, detects edges and curves, then generates smooth SVG paths using spline or polygon fitting. The result is a scalable vector file that stays sharp at any size.","Das Tool verfolgt Pixelgrenzen, erkennt Kanten und Kurven und erzeugt dann glatte SVG-Pfade mittels Spline- oder Polygonanpassung. Das Ergebnis ist eine skalierbare Vektordatei, die in jeder Größe scharf bleibt."
Tool Content: svg_vectorizer,FAQ Question,svg_vectorizer.faqs[2].q,Can I vectorize logos and icons?,Kann ich Logos und Icons vektorisieren?
Tool Content: svg_vectorizer,FAQ Answer,svg_vectorizer.faqs[2].a,"Yes — use the built-in Logo or Icon preset for optimal results. These presets are tuned for clean edges, minimal noise, and high path accuracy on graphic elements.","Ja — verwenden Sie die integrierte Logo- oder Icon-Voreinstellung für optimale Ergebnisse. Diese sind auf saubere Kanten, minimales Rauschen und hohe Pfadgenauigkeit abgestimmt."
Tool Content: svg_vectorizer,FAQ Question,svg_vectorizer.faqs[3].q,What is the maximum file size or resolution?,Was ist die maximale Dateigröße oder Auflösung?
Tool Content: svg_vectorizer,FAQ Answer,svg_vectorizer.faqs[3].a,There is no hard file size limit. We recommend images up to 4000×4000 pixels for the best balance of quality and processing speed.,Es gibt kein festes Limit. Wir empfehlen Bilder bis 4000×4000 Pixel für die beste Balance aus Qualität und Verarbeitungsgeschwindigkeit.
Tool Content: svg_vectorizer,FAQ Question,svg_vectorizer.faqs[4].q,Is the SVG output editable in design tools?,Ist die SVG-Ausgabe in Design-Tools bearbeitbar?
Tool Content: svg_vectorizer,FAQ Answer,svg_vectorizer.faqs[4].a,"Yes. The generated SVG contains standard path elements that can be opened and edited in any SVG editor including Adobe Illustrator, Figma, Inkscape, and Affinity Designer.","Ja. Das erzeugte SVG enthält Standard-Pfadelemente und kann in jedem SVG-Editor geöffnet werden, einschließlich Adobe Illustrator, Figma, Inkscape und Affinity Designer."
Tool Content: svg_vectorizer,FAQ Question,svg_vectorizer.faqs[5].q,What export formats are available?,Welche Exportformate sind verfügbar?
Tool Content: svg_vectorizer,FAQ Answer,svg_vectorizer.faqs[5].a,"You can download your vectorized result as SVG (default), PDF, EPS, or DXF — covering workflows from web design to laser cutting and CAD.","Sie können Ihr vektorisiertes Ergebnis als SVG (Standard), PDF, EPS oder DXF herunterladen — für Workflows von Webdesign bis Laserschnitt und CAD."
Tool Content: remove_bg,How It Works,remove_bg.howItWorks[0],This tool uses a state-of-the-art AI segmentation model that runs directly in your browser using WebGPU acceleration. The model identifies the foreground subject in your image and creates a precise alpha mask to remove the background — no cloud processing required.,"Dieses Tool verwendet ein hochmodernes KI-Segmentierungsmodell, das direkt in Ihrem Browser mit WebGPU-Beschleunigung läuft. Das Modell identifiziert das Vordergrundobjekt und erstellt eine präzise Alphamaske zur Hintergrundentfernung — keine Cloud-Verarbeitung erforderlich."
Tool Content: remove_bg,How It Works,remove_bg.howItWorks[1],Simply drop your image and the AI handles the rest. The model loads once (~30MB) and stays cached in your browser for instant processing on subsequent uses. Results are typically ready in under 3 seconds.,Legen Sie einfach Ihr Bild ab und die KI erledigt den Rest. Das Modell wird einmal geladen (~30MB) und bleibt in Ihrem Browser zwischengespeichert für sofortige Verarbeitung bei weiteren Verwendungen. Ergebnisse sind typischerweise in unter 3 Sekunden fertig.
Tool Content: remove_bg,Feature,remove_bg.features[0],"AI-powered edge detection for precise cutouts around hair, fur, and complex edges","KI-gestützte Kantenerkennung für präzise Ausschnitte bei Haaren, Fell und komplexen Kanten"
